NM_B1_1
      Zeit;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;Beschleuni;
         s;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;      m/s2;
   X-Achse;   1.Kanal;   2.Kanal;   3.Kanal;   4.Kanal;   5.Kanal;   6.Kanal;   7.Kanal;   8.Kanal;   9.Kanal;  10.Kanal;  11.Kanal;  12.Kanal;  13.Kanal;  14.Kanal;  15.Kanal;
20.6462;-0.0183;-0.0194;-0.5605;0.0069;0.0182;-0.9702;0.0306;-0.0152;-1.1445;-0.0102;0.0198;-1.0301;0.0329;-0.0118;-0.5756;
20.6511;-0.0154;0.0093;-0.3910;0.0023;0.0453;-0.8517;0.0291;0.0081;-1.1043;-0.0009;0.0159;-0.9179;0.0284;-0.0163;-0.4389;
20.6559;-0.0083;0.0200;-0.4021;0.0129;0.0411;-0.7264;0.0318;0.0065;-0.8853;-0.0031;0.0191;-0.7990;0.0255;-0.0136;-0.4344;
20.6608;-0.0034;0.0056;-0.4334;0.0254;0.0190;-0.5989;0.0299;-0.0062;-0.6178;-0.0082;0.0190;-0.6422;0.0214;-0.0188;-0.4520;
20.6657;-0.0019;-0.0072;-0.2975;0.0221;0.0168;-0.4437;0.0278;0.0037;-0.4716;-0.0032;0.0193;-0.4543;0.0090;-0.0264;-0.2898;
20.6706;-0.0014;0.0032;-0.0922;0.0141;0.0351;-0.2569;0.0226;0.0170;-0.3693;0.0050;0.0219;-0.2594;-0.0048;-0.0159;-0.0437;
20.6755;0.0007;-0.0010;-0.0095;0.0153;0.0355;-0.0847;0.0182;0.0288;-0.1331;0.0013;0.0250;-0.0656;-0.0172;-0.0089;0.0321;
20.6804;0.0065;-0.0134;-0.0263;0.0270;0.0071;0.0999;0.0124;0.0141;0.1924;-0.0086;0.0254;0.0997;-0.0242;-0.0043;0.0113;
20.6852;0.0128;-0.0073;0.0962;0.0310;-0.0069;0.2894;0.0138;-0.0030;0.4097;-0.0055;0.0255;0.2794;-0.0318;0.0091;0.0924;
20.6901;0.0187;0.0099;0.3317;0.0255;0.0067;0.4956;0.0091;0.0149;0.5058;0.0079;0.0197;0.4471;-0.0411;0.0071;0.3114;
20.6950;0.0259;0.0313;0.4720;0.0283;0.0285;0.6719;0.0096;0.0236;0.6654;0.0134;0.0103;0.6019;-0.0466;0.0023;0.4308;
20.6999;0.0346;0.0235;0.4424;0.0453;0.0199;0.7981;0.0125;0.0175;0.9348;0.0103;0.0031;0.7446;-0.0478;-0.0072;0.3909;
20.7048;0.0412;-0.0062;0.4374;0.0555;-0.0068;0.9054;0.0153;0.0129;1.1367;0.0119;0.0078;0.8746;-0.0502;-0.0167;0.4097;
20.7097;0.0445;-0.0085;0.5874;0.0503;-0.0104;0.9934;0.0165;0.0198;1.1666;0.0222;0.0228;1.0069;-0.0564;-0.0012;0.5811;
20.7145;0.0450;0.0023;0.6995;0.0448;0.0077;1.0689;0.0130;0.0382;1.1749;0.0279;0.0277;1.0937;-0.0632;0.0030;0.7402;
20.7194;0.0434;0.0161;0.6451;0.0484;0.0181;1.0921;0.0115;0.0374;1.2974;0.0208;0.0138;1.1479;-0.0675;-0.0040;0.6856;
20.7243;0.0416;0.0212;0.5446;0.0541;0.0075;1.0965;0.0081;0.0122;1.4118;0.0086;-0.0035;1.1514;-0.0706;-0.0085;0.5798;
20.7292;0.0376;0.0156;0.5971;0.0455;-0.0029;1.0925;0.0038;0.0078;1.3493;0.0073;-0.0004;1.1329;-0.0730;-0.0043;0.6136;
20.7341;0.0330;0.0225;0.7034;0.0331;0.0043;1.0694;0.0003;0.0230;1.1932;0.0150;0.0197;1.0862;-0.0747;0.0168;0.6997;
20.7390;0.0322;0.0181;0.6418;0.0340;0.0099;1.0003;0.0002;0.0297;1.1276;0.0113;0.0263;1.0033;-0.0697;0.0182;0.6298;
20.7438;0.0289;-0.0061;0.4606;0.0421;0.0009;0.8775;0.0030;0.0212;1.1222;0.0015;0.0103;0.9017;-0.0620;-0.0104;0.4380;
20.7487;0.0275;-0.0157;0.3704;0.0428;-0.0064;0.7444;0.0080;0.0051;0.9851;0.0018;0.0026;0.7799;-0.0559;-0.0225;0.3686;
20.7536;0.0266;-0.0039;0.4020;0.0338;0.0062;0.5982;0.0135;0.0199;0.7087;0.0130;0.0153;0.6568;-0.0470;-0.0119;0.4212;
20.7585;0.0252;0.0155;0.3308;0.0308;0.0206;0.4317;0.0182;0.0320;0.4882;0.0189;0.0269;0.5046;-0.0368;-0.0014;0.3804;
20.7634;0.0211;0.0239;0.1092;0.0368;0.0215;0.2361;0.0212;0.0102;0.3853;0.0083;0.0123;0.3252;-0.0260;-0.0068;0.1656;
20.7683;0.0133;0.0135;-0.0563;0.0371;0.0150;0.0425;0.0234;-0.0068;0.2286;0.0002;-0.0070;0.1383;-0.0168;-0.0255;-0.0122;
20.7731;0.0053;0.0055;-0.0622;0.0228;0.0169;-0.1205;0.0218;-0.0031;-0.0733;0.0026;0.0024;-0.0528;-0.0118;-0.0158;-0.0189;
20.7780;-0.0015;-0.0013;-0.0686;0.0111;0.0200;-0.2851;0.0221;0.0141;-0.3621;0.0052;0.0327;-0.2386;-0.0052;0.0106;-0.0497;
20.7829;-0.0059;-0.0261;-0.2429;0.0136;0.0051;-0.4553;0.0218;0.0142;-0.4988;-0.0024;0.0451;-0.4370;0.0058;0.0107;-0.2369;
20.7878;-0.0094;-0.0351;-0.4362;0.0188;-0.0013;-0.6335;0.0261;-0.0063;-0.5992;-0.0142;0.0309;-0.6101;0.0149;-0.0048;-0.4483;
20.7927;-0.0131;-0.0198;-0.4719;0.0144;0.0173;-0.7797;0.0295;-0.0077;-0.8186;-0.0108;0.0146;-0.7523;0.0223;-0.0234;-0.4754;
20.7976;-0.0147;0.0079;-0.4404;0.0060;0.0452;-0.8959;0.0328;0.0083;-1.0714;-0.0004;0.0162;-0.8708;0.0279;-0.0228;-0.4128;
20.8024;-0.0148;0.0236;-0.5302;0.0078;0.0514;-1.0131;0.0365;0.0086;-1.1726;-0.0022;0.0252;-0.9676;0.0354;-0.0108;-0.4955;
20.8073;-0.0167;0.0060;-0.7096;0.0147;0.0313;-1.1042;0.0377;-0.0028;-1.1588;-0.0117;0.0233;-1.0581;0.0404;-0.0201;-0.6561;
20.8122;-0.0201;-0.0099;-0.7379;0.0126;0.0238;-1.1575;0.0362;-0.0106;-1.2138;-0.0160;0.0205;-1.1030;0.0395;-0.0244;-0.6966;
20.8171;-0.0251;-0.0122;-0.6291;0.0001;0.0342;-1.1510;0.0324;-0.0003;-1.3436;-0.0093;0.0269;-1.1291;0.0352;-0.0158;-0.5865;
20.8220;-0.0267;-0.0179;-0.5792;-0.0040;0.0374;-1.1259;0.0288;0.0174;-1.3626;-0.0096;0.0394;-1.1276;0.0338;-0.0071;-0.5589;
20.8268;-0.0229;-0.0260;-0.6541;0.0057;0.0179;-1.0862;0.0300;-0.0003;-1.2214;-0.0149;0.0404;-1.1070;0.0366;0.0002;-0.6611;
20.8317;-0.0164;-0.0274;-0.6668;0.0155;0.0043;-1.0138;0.0340;-0.0150;-1.0938;-0.0164;0.0314;-1.0520;0.0382;-0.0064;-0.6829;
20.8366;-0.0110;-0.0068;-0.5108;0.0141;0.0223;-0.9075;0.0371;-0.0043;-1.0678;-0.0024;0.0227;-0.9478;0.0363;-0.0123;-0.5347;
20.8415;-0.0039;0.0226;-0.3746;0.0150;0.0458;-0.7748;0.0393;0.0040;-0.9951;0.0093;0.0166;-0.8227;0.0329;-0.0106;-0.3715;
20.8464;0.0023;0.0149;-0.3734;0.0267;0.0407;-0.6545;0.0409;0.0073;-0.7639;0.0073;0.0132;-0.6720;0.0297;-0.0189;-0.3676;
20.8513;0.0072;-0.0111;-0.3853;0.0365;0.0114;-0.5095;0.0394;-0.0038;-0.4972;0.0034;0.0152;-0.5146;0.0231;-0.0206;-0.3641;
20.8561;0.0080;-0.0238;-0.2302;0.0324;-0.0006;-0.3329;0.0357;-0.0015;-0.3446;0.0056;0.0269;-0.3326;0.0114;-0.0082;-0.2086;
20.8610;0.0081;-0.0177;-0.0122;0.0220;0.0117;-0.1345;0.0272;0.0211;-0.2283;0.0109;0.0345;-0.1481;-0.0043;-0.0004;0.0031;
20.8659;0.0088;-0.0019;0.0719;0.0214;0.0193;0.0617;0.0168;0.0182;0.0102;0.0033;0.0252;0.0218;-0.0185;0.0032;0.0765;
20.8708;0.0099;0.0052;0.0773;0.0292;0.0099;0.2348;0.0123;0.0012;0.3229;-0.0085;0.0094;0.1962;-0.0288;-0.0051;0.0478;
20.8757;0.0125;0.0080;0.1801;0.0298;0.0023;0.4193;0.0064;-0.0012;0.5284;-0.0070;0.0046;0.3661;-0.0397;-0.0083;0.1540;
20.8806;0.0155;0.0237;0.3945;0.0216;0.0130;0.5914;0.0048;0.0116;0.6224;0.0020;0.0135;0.5502;-0.0517;0.0026;0.3647;
20.8854;0.0192;0.0232;0.4966;0.0238;0.0210;0.7419;0.0017;0.0299;0.7771;0.0053;0.0180;0.7075;-0.0616;-0.0017;0.4903;
20.8903;0.0263;0.0096;0.4551;0.0355;0.0147;0.8464;0.0026;0.0270;1.0263;0.0007;0.0096;0.8463;-0.0633;-0.0162;0.4598;
20.8952;0.0299;-0.0039;0.4641;0.0433;0.0014;0.9366;0.0044;0.0158;1.1967;0.0001;0.0045;0.9657;-0.0670;-0.0232;0.4762;
20.9001;0.0351;-0.0051;0.6019;0.0402;-0.0001;1.0313;0.0052;0.0261;1.2104;0.0128;0.0118;1.0570;-0.0706;-0.0164;0.6336;
20.9050;0.0394;0.0179;0.7138;0.0383;0.0097;1.0919;0.0066;0.0334;1.2145;0.0213;0.0213;1.1216;-0.0717;0.0047;0.7314;
20.9099;0.0449;0.0312;0.6510;0.0481;0.0109;1.1190;0.0083;0.0242;1.3155;0.0171;0.0098;1.1300;-0.0676;0.0073;0.6622;
20.9147;0.0466;0.0237;0.5685;0.0571;0.0032;1.1039;0.0111;0.0092;1.3931;0.0117;-0.0059;1.1210;-0.0639;-0.0044;0.5532;
20.9196;0.0471;0.0145;0.6077;0.0546;-0.0009;1.0767;0.0142;0.0047;1.3038;0.0176;-0.0027;1.0846;-0.0621;0.0012;0.5917;
20.9245;0.0461;0.0004;0.6733;0.0453;-0.0015;1.0188;0.0139;0.0248;1.1381;0.0263;0.0208;1.0337;-0.0583;0.0155;0.6656;
20.9294;0.0454;-0.0166;0.5821;0.0491;-0.0082;0.9146;0.0173;0.0327;1.0618;0.0243;0.0375;0.9516;-0.0519;0.0199;0.5875;
20.9343;0.0434;-0.0203;0.3917;0.0571;-0.0137;0.7788;0.0208;0.0171;1.0265;0.0155;0.0280;0.8356;-0.0434;0.0075;0.4143;
20.9392;0.0365;-0.0078;0.3114;0.0512;0.0005;0.6271;0.0221;0.0108;0.8651;0.0133;0.0071;0.7072;-0.0392;-0.0150;0.3416;
20.9440;0.0283;0.0238;0.3292;0.0350;0.0275;0.4825;0.0206;0.0182;0.5845;0.0172;0.0022;0.5591;-0.0372;-0.0163;0.3786;
20.9489;0.0195;0.0421;0.2584;0.0264;0.0388;0.3158;0.0160;0.0217;0.3672;0.0131;0.0107;0.3906;-0.0343;-0.0055;0.3005;
20.9538;0.0088;0.0252;0.0481;0.0261;0.0244;0.1306;0.0118;0.0153;0.2544;-0.0030;0.0165;0.1932;-0.0279;-0.0065;0.0791;
20.9587;-0.0022;0.0012;-0.1012;0.0188;0.0115;-0.0533;0.0088;0.0017;0.0835;-0.0160;0.0174;-0.0015;-0.0236;-0.0097;-0.0865;
20.9636;-0.0138;-0.0143;-0.1028;0.0031;0.0176;-0.2252;0.0069;0.0098;-0.2161;-0.0154;0.0229;-0.1802;-0.0219;-0.0117;-0.0975;
20.9685;-0.0187;-0.0172;-0.1367;-0.0051;0.0263;-0.3905;0.0072;0.0206;-0.4872;-0.0108;0.0321;-0.3595;-0.0147;-0.0098;-0.1216;
20.9733;-0.0186;-0.0170;-0.3146;0.0019;0.0209;-0.5709;0.0132;0.0125;-0.6115;-0.0165;0.0360;-0.5320;-0.0017;-0.0042;-0.3034;
20.9782;-0.0174;-0.0113;-0.5036;0.0117;0.0131;-0.7347;0.0222;-0.0020;-0.7114;-0.0199;0.0285;-0.6931;0.0133;-0.0116;-0.4783;
20.9831;-0.0134;0.0102;-0.5256;0.0130;0.0285;-0.8708;0.0316;-0.0060;-0.9196;-0.0098;0.0162;-0.8185;0.0244;-0.0172;-0.4922;
20.9880;-0.0110;0.0253;-0.4879;0.0081;0.0492;-0.9714;0.0381;-0.0003;-1.1452;0.0027;0.0092;-0.9220;0.0341;-0.0226;-0.4402;
20.9929;-0.0095;0.0115;-0.5734;0.0131;0.0441;-1.0585;0.0422;0.0008;-1.2190;0.0023;0.0111;-1.0170;0.0418;-0.0243;-0.5230;
20.9978;-0.0088;-0.0190;-0.7173;0.0233;0.0176;-1.1253;0.0465;-0.0103;-1.1895;-0.0044;0.0244;-1.0902;0.0496;-0.0143;-0.6890;
21.0026;-0.0099;-0.0457;-0.7243;0.0222;-0.0010;-1.1424;0.0456;-0.0107;-1.2308;-0.0053;0.0397;-1.1342;0.0525;-0.0065;-0.7057;
21.0075;-0.0113;-0.0440;-0.5969;0.0112;0.0079;-1.1238;0.0445;-0.0004;-1.3368;0.0020;0.0430;-1.1315;0.0496;-0.0009;-0.5963;
21.0124;-0.0110;-0.0255;-0.5555;0.0090;0.0212;-1.0812;0.0419;-0.0022;-1.3247;0.0037;0.0297;-1.1105;0.0464;-0.0042;-0.5550;
21.0173;-0.0091;-0.0113;-0.6313;0.0200;0.0233;-1.0361;0.0428;-0.0123;-1.1604;-0.0041;0.0168;-1.0597;0.0462;-0.0129;-0.6405;
21.0222;-0.0071;-0.0004;-0.6351;0.0247;0.0195;-0.9556;0.0407;-0.0178;-1.0186;-0.0059;0.0138;-0.9797;0.0424;-0.0135;-0.6355;
21.0271;-0.0059;0.0071;-0.4754;0.0162;0.0232;-0.8367;0.0394;-0.0069;-0.9798;0.0012;0.0211;-0.8563;0.0330;-0.0083;-0.4621;
21.0319;-0.0078;0.0044;-0.3295;0.0100;0.0333;-0.7001;0.0332;0.0078;-0.8892;0.0037;0.0242;-0.7083;0.0228;-0.0125;-0.3080;
21.0368;-0.0079;-0.0057;-0.3300;0.0140;0.0313;-0.5525;0.0257;0.0101;-0.6386;-0.0054;0.0197;-0.5652;0.0117;-0.0224;-0.3009;
21.0417;-0.0076;-0.0190;-0.3170;0.0197;0.0182;-0.3952;0.0212;0.0070;-0.3651;-0.0156;0.0191;-0.4032;0.0006;-0.0271;-0.3091;
21.0466;-0.0056;-0.0165;-0.1488;0.0135;0.0115;-0.1994;0.0139;0.0094;-0.2145;-0.0131;0.0265;-0.2325;-0.0134;-0.0143;-0.1459;
21.0515;-0.0039;0.0026;0.0703;0.0057;0.0195;-0.0003;0.0084;0.0178;-0.0932;-0.0062;0.0327;-0.0450;-0.0268;0.0017;0.0589;
21.0564;0.0009;0.0198;0.1446;0.0109;0.0241;0.1825;0.0039;0.0183;0.1488;-0.0089;0.0211;0.1316;-0.0347;-0.0004;0.1256;
21.0612;0.0092;0.0248;0.1336;0.0257;0.0220;0.3483;0.0054;0.0044;0.4546;-0.0126;0.0030;0.3028;-0.0408;-0.0098;0.1156;
21.0661;0.0178;0.0184;0.2398;0.0327;0.0149;0.5088;0.0081;0.0054;0.6449;-0.0043;0.0019;0.4866;-0.0455;-0.0110;0.2206;
21.0710;0.0279;0.0086;0.4323;0.0320;0.0105;0.6755;0.0115;0.0222;0.7285;0.0123;0.0184;0.6530;-0.0495;-0.0003;0.4423;
21.0759;0.0364;-0.0011;0.5298;0.0391;0.0056;0.8023;0.0162;0.0325;0.8728;0.0217;0.0324;0.8088;-0.0500;0.0076;0.5400;
21.0808;0.0453;-0.0094;0.4798;0.0549;-0.0028;0.9074;0.0189;0.0262;1.1057;0.0204;0.0229;0.9156;-0.0502;-0.0020;0.5015;
21.0857;0.0509;-0.0029;0.4942;0.0625;-0.0020;0.9887;0.0211;0.0182;1.2546;0.0192;0.0077;1.0107;-0.0514;-0.0104;0.5023;
21.0905;0.0510;0.0146;0.6372;0.0543;0.0071;1.0678;0.0197;0.0199;1.2433;0.0274;0.0043;1.0807;-0.0570;-0.0045;0.6393;
21.0954;0.0511;0.0265;0.7312;0.0481;0.0113;1.1193;0.0159;0.0264;1.2274;0.0299;0.0123;1.1152;-0.0615;0.0090;0.7307;
21.1003;0.0472;0.0254;0.6602;0.0507;0.0024;1.1129;0.0115;0.0217;1.3086;0.0195;0.0170;1.1186;-0.0633;0.0157;0.6370;
21.1052;0.0430;0.0089;0.5484;0.0529;-0.0069;1.0819;0.0081;0.0132;1.3609;0.0075;0.0125;1.0835;-0.0661;0.0057;0.5411;
21.1101;0.0363;-0.0011;0.5791;0.0436;-0.0013;1.0176;0.0052;0.0200;1.2490;0.0091;0.0101;1.0525;-0.0693;-0.0034;0.5706;
21.1150;0.0298;0.0010;0.6199;0.0313;0.0093;0.9431;0.0026;0.0293;1.0645;0.0135;0.0163;0.9861;-0.0701;-0.0016;0.6455;
21.1198;0.0258;0.0008;0.5164;0.0326;0.0097;0.8200;0.0039;0.0332;0.9756;0.0075;0.0246;0.8898;-0.0650;-0.0013;0.5527;
21.1247;0.0241;0.0075;0.3255;0.0395;0.0043;0.6750;0.0061;0.0201;0.9247;-0.0001;0.0193;0.7558;-0.0565;-0.0082;0.3681;
21.1296;0.0196;0.0209;0.2514;0.0354;0.0149;0.5282;0.0088;0.0099;0.7432;-0.0015;0.0053;0.6018;-0.0490;-0.0179;0.2948;
21.1345;0.0127;0.0322;0.2824;0.0224;0.0314;0.3762;0.0110;0.0145;0.4524;0.0054;-0.0025;0.4481;-0.0438;-0.0223;0.3062;
21.1394;0.0095;0.0259;0.1951;0.0186;0.0326;0.2185;0.0107;0.0143;0.2348;0.0039;0.0053;0.2545;-0.0335;-0.0134;0.2244;
21.1443;0.0074;-0.0017;-0.0062;0.0241;0.0085;0.0212;0.0150;0.0089;0.1217;-0.0053;0.0222;0.0675;-0.0216;-0.0050;-0.0131;
21.1491;0.0025;-0.0277;-0.1612;0.0254;-0.0101;-0.1588;0.0181;-0.0036;-0.0535;-0.0094;0.0280;-0.1295;-0.0100;-0.0010;-0.1548;
21.1540;-0.0018;-0.0268;-0.1628;0.0165;0.0021;-0.3373;0.0223;0.0006;-0.3502;-0.0005;0.0277;-0.2920;-0.0023;-0.0020;-0.1574;
21.1589;-0.0048;-0.0110;-0.2033;0.0114;0.0233;-0.5040;0.0256;0.0083;-0.6083;0.0052;0.0207;-0.4551;0.0073;-0.0072;-0.1752;
21.1638;-0.0037;0.0011;-0.3881;0.0184;0.0262;-0.6726;0.0340;-0.0016;-0.7188;0.0002;0.0148;-0.6216;0.0208;-0.0127;-0.3444;
21.1687;-0.0047;0.0047;-0.5554;0.0265;0.0207;-0.8308;0.0380;-0.0083;-0.8051;-0.0048;0.0168;-0.7610;0.0314;-0.0142;-0.5212;
21.1736;-0.0063;0.0021;-0.5690;0.0224;0.0219;-0.9343;0.0418;-0.0092;-1.0024;-0.0001;0.0203;-0.8871;0.0377;-0.0162;-0.5172;
21.1784;-0.0122;0.0005;-0.5106;0.0090;0.0346;-1.0201;0.0423;0.0011;-1.2047;0.0042;0.0216;-0.9744;0.0387;-0.0176;-0.4786;
21.1833;-0.0152;-0.0101;-0.5894;0.0067;0.0356;-1.0782;0.0393;0.0039;-1.2531;-0.0039;0.0227;-1.0663;0.0390;-0.0215;-0.5602;
21.1882;-0.0190;-0.0250;-0.7143;0.0110;0.0241;-1.1246;0.0296;-0.0007;-1.2064;-0.0180;0.0288;-1.1230;0.0397;-0.0193;-0.7130;
21.1931;-0.0233;-0.0315;-0.7032;0.0076;0.0131;-1.1279;0.0295;-0.0063;-1.2357;-0.0187;0.0369;-1.1399;0.0374;-0.0114;-0.7116;
21.1980;-0.0231;-0.0192;-0.5823;-0.0022;0.0180;-1.0920;0.0308;-0.0015;-1.3144;-0.0095;0.0381;-1.1167;0.0361;-0.0042;-0.5772;
21.2029;-0.0214;0.0052;-0.5386;-0.0003;0.0358;-1.0522;0.0306;0.0026;-1.2735;-0.0082;0.0294;-1.0593;0.0332;-0.0050;-0.5380;
21.2077;-0.0173;0.0154;-0.6173;0.0116;0.0425;-0.9835;0.0317;-0.0035;-1.0913;-0.0137;0.0142;-0.9988;0.0313;-0.0168;-0.5898;
21.2126;-0.0128;0.0075;-0.5954;0.0178;0.0332;-0.8951;0.0337;-0.0042;-0.9401;-0.0121;0.0119;-0.8901;0.0295;-0.0224;-0.5776;
21.2175;-0.0077;-0.0061;-0.4314;0.0164;0.0240;-0.7540;0.0339;0.0035;-0.8814;-0.0008;0.0261;-0.7608;0.0254;-0.0137;-0.4009;
21.2224;-0.0029;-0.0145;-0.2778;0.0137;0.0197;-0.5987;0.0338;0.0140;-0.7677;0.0051;0.0389;-0.6126;0.0194;-0.0047;-0.2581;
21.2273;0.0007;-0.0169;-0.2581;0.0225;0.0181;-0.4380;0.0304;0.0151;-0.5104;0.0008;0.0337;-0.4642;0.0133;-0.0082;-0.2579;
21.2322;0.0044;-0.0109;-0.2348;0.0317;0.0169;-0.2608;0.0265;0.0045;-0.2375;-0.0052;0.0155;-0.3091;0.0050;-0.0171;-0.2484;
21.2370;0.0100;0.0008;-0.0564;0.0285;0.0176;-0.0739;0.0243;0.0053;-0.0841;-0.0001;0.0120;-0.1217;-0.0067;-0.0129;-0.0900;
21.2419;0.0134;0.0148;0.1375;0.0220;0.0171;0.1238;0.0202;0.0093;0.0435;0.0089;0.0200;0.0627;-0.0170;0.0037;0.1232;
21.2468;0.0184;0.0184;0.2014;0.0289;0.0141;0.2864;0.0176;0.0151;0.2863;0.0076;0.0231;0.2543;-0.0278;0.0083;0.1833;
21.2517;0.0210;0.0108;0.1824;0.0384;0.0091;0.4429;0.0133;0.0106;0.5783;0.0005;0.0133;0.4216;-0.0362;-0.0019;0.1909;
21.2566;0.0236;0.0018;0.2886;0.0386;0.0089;0.5921;0.0118;0.0120;0.7494;0.0027;0.0064;0.5975;-0.0472;-0.0117;0.3019;
21.2615;0.0269;-0.0037;0.4767;0.0323;0.0107;0.7448;0.0095;0.0263;0.8241;0.0123;0.0138;0.7551;-0.0562;-0.0109;0.5005;
21.2663;0.0310;-0.0013;0.5568;0.0330;0.0055;0.8729;0.0080;0.0310;0.9630;0.0143;0.0251;0.8763;-0.0615;-0.0011;0.5789;
21.2712;0.0349;0.0072;0.5216;0.0428;0.0006;0.9634;0.0059;0.0231;1.1735;0.0074;0.0204;0.9677;-0.0655;-0.0013;0.5161;
21.2761;0.0372;0.0183;0.5347;0.0460;0.0045;1.0454;0.0038;0.0154;1.2892;0.0046;0.0013;1.0288;-0.0683;-0.0121;0.5249;
21.2810;0.0363;0.0335;0.6657;0.0392;0.0188;1.0948;0.0029;0.0149;1.2626;0.0107;-0.0079;1.0906;-0.0737;-0.0127;0.6393;
21.2859;0.0376;0.0310;0.7234;0.0356;0.0179;1.1194;0.0033;0.0217;1.2362;0.0162;-0.0006;1.1091;-0.0754;-0.0055;0.7159;
21.2908;0.0393;0.0091;0.6328;0.0432;-0.0004;1.0855;0.0043;0.0246;1.2938;0.0114;0.0172;1.1037;-0.0703;0.0061;0.6285;
21.2956;0.0398;-0.0119;0.5235;0.0509;-0.0159;1.0231;0.0094;0.0165;1.3115;0.0077;0.0245;1.0657;-0.0666;0.0087;0.5379;
21.3005;0.0395;-0.0165;0.5354;0.0465;-0.0106;0.9505;0.0115;0.0195;1.1757;0.0146;0.0177;1.0087;-0.0615;-0.0002;0.5714;
21.3054;0.0388;0.0036;0.5695;0.0405;0.0097;0.8555;0.0157;0.0243;0.9880;0.0214;0.0106;0.9311;-0.0563;-0.0035;0.6043;
21.3103;0.0371;0.0193;0.4517;0.0436;0.0179;0.7380;0.0181;0.0198;0.8868;0.0191;0.0082;0.7979;-0.0465;-0.0028;0.4988;
21.3152;0.0333;0.0183;0.2854;0.0490;0.0098;0.5829;0.0218;0.0110;0.8101;0.0115;0.0075;0.6494;-0.0381;-0.0048;0.3023;
21.3201;0.0273;0.0137;0.2186;0.0420;0.0044;0.4391;0.0205;0.0025;0.6094;0.0095;0.0098;0.4806;-0.0315;-0.0046;0.2303;
21.3249;0.0183;0.0081;0.2307;0.0258;0.0138;0.2814;0.0182;0.0108;0.3222;0.0120;0.0141;0.3166;-0.0296;-0.0052;0.2304;
21.3298;0.0104;-0.0010;0.1266;0.0192;0.0208;0.1032;0.0158;0.0195;0.1126;0.0070;0.0194;0.1356;-0.0233;-0.0073;0.1304;
21.3347;0.0038;-0.0108;-0.0893;0.0220;0.0146;-0.0929;0.0162;0.0106;-0.0057;-0.0065;0.0232;-0.0532;-0.0138;-0.0061;-0.0746;
21.3396;-0.0038;-0.0203;-0.2231;0.0195;0.0055;-0.2892;0.0191;0.0056;-0.1932;-0.0108;0.0271;-0.2215;-0.0073;-0.0098;-0.2041;
21.3445;-0.0106;-0.0073;-0.2386;0.0076;0.0154;-0.4529;0.0186;0.0059;-0.4801;-0.0051;0.0269;-0.3893;-0.0032;-0.0075;-0.1868;
21.3494;-0.0159;0.0161;-0.2785;0.0010;0.0389;-0.6168;0.0217;0.0119;-0.7135;-0.0029;0.0245;-0.5404;0.0039;-0.0056;-0.2324;
21.3542;-0.0171;0.0187;-0.4522;0.0082;0.0448;-0.7612;0.0223;0.0111;-0.8105;-0.0125;0.0165;-0.7083;0.0144;-0.0166;-0.4012;
21.3591;-0.0186;0.0079;-0.5858;0.0122;0.0345;-0.8928;0.0280;-0.0054;-0.8975;-0.0177;0.0145;-0.8443;0.0225;-0.0210;-0.5608;
21.3640;-0.0203;-0.0117;-0.5703;0.0087;0.0240;-0.9803;0.0303;-0.0029;-1.0807;-0.0123;0.0241;-0.9547;0.0299;-0.0181;-0.5578;
21.3689;-0.0201;-0.0220;-0.5259;0.0008;0.0253;-1.0361;0.0310;0.0086;-1.2504;-0.0056;0.0385;-1.0390;0.0344;-0.0106;-0.5156;
21.3738;-0.0185;-0.0186;-0.5963;0.0056;0.0280;-1.0922;0.0346;0.0080;-1.2693;-0.0071;0.0396;-1.0953;0.0394;-0.0052;-0.6037;
21.3787;-0.0148;-0.0207;-0.7171;0.0158;0.0235;-1.1189;0.0383;-0.0036;-1.2107;-0.0128;0.0257;-1.1338;0.0457;-0.0163;-0.7116;
21.3835;-0.0139;-0.0130;-0.6870;0.0169;0.0217;-1.1213;0.0423;-0.0130;-1.2262;-0.0067;0.0172;-1.1127;0.0468;-0.0177;-0.6839;
21.3884;-0.0107;-0.0003;-0.5731;0.0128;0.0272;-1.0711;0.0436;-0.0079;-1.2767;0.0028;0.0210;-1.0673;0.0454;-0.0068;-0.5411;
21.3933;-0.0084;0.0021;-0.5357;0.0137;0.0307;-1.0083;0.0434;0.0028;-1.2050;0.0067;0.0292;-1.0015;0.0430;-0.0023;-0.4999;
21.3982;-0.0055;-0.0062;-0.5841;0.0238;0.0219;-0.9251;0.0432;-0.0045;-1.0085;-0.0006;0.0254;-0.9205;0.0401;-0.0049;-0.5555;
21.4031;-0.0026;-0.0225;-0.5416;0.0265;0.0122;-0.8020;0.0409;-0.0080;-0.8520;-0.0022;0.0183;-0.8170;0.0343;-0.0173;-0.5199;
21.4080;-0.0032;-0.0251;-0.3500;0.0181;0.0152;-0.6503;0.0356;0.0013;-0.7784;0.0025;0.0216;-0.6719;0.0233;-0.0180;-0.3592;
